Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
181,Draymond Green,PF,33,GSW,46,43,27.0,3.4,7.0,.485,0.9,2.4,.387,2.5,4.6,.535,.551,1.1,1.4,.754,1.4,6.0,7.3,6.0,0.8,0.9,2.4,3.0,8.8
182,Jalen Green,SG,21,HOU,71,71,31.4,6.8,16.1,.424,2.4,7.2,.334,4.4,8.9,.496,.498,3.5,4.4,.806,0.5,4.5,5.0,3.4,0.8,0.4,2.2,1.3,19.6
183,Jeff Green,PF,37,HOU,67,5,16.8,2.1,4.5,.468,0.6,1.8,.345,1.5,2.7,.550,.537,1.6,2.0,.811,0.6,1.7,2.2,0.9,0.2,0.4,0.7,1.4,6.4
184,Josh Green,SG,23,DAL,54,32,26.6,3.2,6.6,.493,1.3,3.3,.401,1.9,3.3,.584,.593,0.7,1.0,.673,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.5
185,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1
186,Quentin Grimes,SG,23,TOT,51,18,20.1,2.4,6.4,.372,1.6,4.7,.338,0.8,1.7,.466,.495,0.7,0.9,.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0
186,Quentin Grimes,SG,23,NYK,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3
186,Quentin Grimes,SG,23,DET,6,0,19.2,1.5,7.0,.214,0.7,4.7,.143,0.8,2.3,.357,.262,1.7,1.8,.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3
187,Mouhamadou Gueye,PF,25,TOR,6,0,7.7,0.7,2.3,.286,0.0,0.2,.000,0.7,2.2,.308,.286,0.2,0.7,.250,0.8,0.5,1.3,0.0,0.2,1.2,0.7,0.8,1.5
188,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
189,Rui Hachimura,PF,25,LAL,58,29,26.0,5.1,9.6,.527,1.3,3.2,.403,3.8,6.4,.589,.594,1.4,1.9,.730,0.8,3.2,3.9,1.1,0.6,0.3,0.7,1.5,12.8
190,Ashton Hagans,PG,24,POR,15,1,17.3,1.6,3.9,.414,0.3,1.2,.278,1.3,2.7,.475,.457,0.7,0.9,.769,0.7,1.8,2.5,2.9,0.6,0.6,1.7,2.3,4.2
191,Tyrese Haliburton,PG,23,IND,60,59,32.3,7.4,15.4,.479,2.8,7.7,.367,4.6,7.7,.591,.571,2.8,3.3,.857,0.5,3.4,3.9,11.2,1.2,0.7,2.4,1.0,20.4
192,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3
193,Tim Hardaway Jr.,SF,31,DAL,69,10,27.6,5.3,13.0,.407,2.8,7.9,.361,2.4,5.1,.479,.517,2.0,2.3,.851,0.3,3.0,3.3,1.8,0.6,0.1,0.9,1.4,15.4
194,James Harden,PG,34,LAC,64,64,34.7,5.1,11.5,.440,2.7,6.8,.396,2.4,4.7,.502,.556,4.3,4.8,.884,0.5,4.6,5.1,8.5,1.1,0.9,2.6,1.9,17.1
195,Jaden Hardy,SG,21,DAL,64,6,13.5,2.7,6.6,.410,1.2,3.2,.366,1.6,3.5,.450,.498,0.8,1.0,.766,0.3,1.4,1.7,1.5,0.3,0.1,0.8,1.0,7.4
196,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
197,Gary Harris,SG,29,ORL,46,19,23.0,2.5,5.5,.455,1.4,3.8,.376,1.1,1.7,.625,.583,0.7,0.9,.738,0.4,1.2,1.6,1.6,0.8,0.3,0.6,1.7,7.1
198,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4
199,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0
200,Tobias Harris,PF,31,PHI,63,63,33.9,6.6,13.7,.486,1.2,3.6,.333,5.4,10.1,.540,.530,2.7,3.1,.876,1.1,5.2,6.3,3.1,1.0,0.6,1.4,1.7,17.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
201,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7
202,Josh Hart,SF,28,NYK,70,31,32.7,3.5,8.3,.419,1.0,3.4,.304,2.4,4.9,.499,.481,1.0,1.3,.766,1.5,6.6,8.2,3.8,0.9,0.3,1.4,2.0,9.0
203,Isaiah Hartenstein,C,25,NYK,65,39,25.0,3.0,4.7,.632,0.0,0.0,.333,2.9,4.6,.635,.633,1.4,1.9,.724,3.3,5.2,8.5,2.3,1.1,1.2,1.1,2.8,7.3
204,Sam Hauser,SF,26,BOS,69,10,21.4,3.0,6.5,.459,2.4,5.7,.433,0.6,0.9,.623,.646,0.2,0.2,.882,0.6,2.9,3.4,0.9,0.5,0.3,0.4,1.3,8.7
205,Jordan Hawkins,SG,21,NOP,61,10,18.1,2.8,7.2,.388,1.7,4.7,.368,1.1,2.5,.425,.508,1.1,1.3,.844,0.5,1.9,2.3,1.1,0.3,0.1,0.6,1.1,8.4
206,Jaxson Hayes,C,23,LAL,61,3,11.8,1.6,2.3,.697,0.0,0.1,.000,1.6,2.2,.739,.697,0.7,1.1,.614,0.9,1.9,2.8,0.4,0.4,0.4,0.6,1.7,4.0
207,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9
208,Gordon Hayward,SF,33,TOT,42,26,25.8,3.8,8.5,.452,0.7,1.8,.390,3.1,6.6,.470,.494,1.9,2.5,.757,0.8,3.0,3.9,3.5,0.8,0.3,1.4,1.5,10.2
208,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5
208,Gordon Hayward,SF,33,OKC,17,1,16.8,1.3,3.5,.373,0.5,0.9,.500,0.8,2.5,.326,.441,0.9,1.3,.727,0.6,2.1,2.6,1.8,0.3,0.0,0.5,0.9,4.0
209,Scoot Henderson,PG,19,POR,53,23,27.2,4.6,12.1,.378,1.2,4.0,.305,3.4,8.2,.413,.428,2.8,3.4,.826,0.8,2.2,3.1,4.8,0.7,0.2,3.1,3.1,13.2
210,Taylor Hendricks,PF,20,UTA,30,13,19.7,2.4,5.6,.429,1.1,3.3,.323,1.3,2.3,.580,.524,0.6,0.7,.818,1.2,3.3,4.5,0.6,0.6,0.8,0.7,2.0,6.5
211,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8
212,Buddy Hield,SF-SG,31,TOT,74,42,26.4,4.5,10.3,.436,2.7,6.9,.384,1.8,3.4,.544,.566,0.6,0.6,.872,0.6,2.5,3.2,3.0,0.9,0.5,1.2,2.0,12.2
212,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0
212,Buddy Hield,SG,31,PHI,22,14,28.1,4.7,11.2,.423,2.7,7.1,.385,2.0,4.1,.489,.545,0.6,0.6,.929,0.6,2.5,3.1,3.7,0.9,0.4,1.3,2.2,12.8
213,Haywood Highsmith,PF,27,MIA,56,26,19.6,2.1,4.7,.448,1.1,2.8,.390,1.0,1.9,.533,.563,0.4,0.5,.733,0.8,1.9,2.7,1.0,0.8,0.4,0.5,1.7,5.6
214,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8
215,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
216,Aaron Holiday,PG,27,HOU,68,1,16.5,2.4,5.4,.445,1.1,2.8,.398,1.3,2.5,.497,.549,0.8,0.8,.912,0.3,1.4,1.6,1.9,0.5,0.1,0.7,1.6,6.6
217,Jrue Holiday,PG,33,BOS,61,61,33.1,4.9,10.0,.485,2.0,4.6,.445,2.8,5.4,.520,.587,1.0,1.2,.833,1.2,4.2,5.4,4.9,0.9,0.8,1.8,1.6,12.8
218,Justin Holiday,SG,34,DEN,48,9,14.6,1.5,3.2,.467,0.9,2.2,.415,0.6,1.0,.587,.612,0.1,0.1,.750,0.1,1.1,1.3,1.1,0.6,0.1,0.2,1.3,3.9
219,Richaun Holmes,C-PF,30,TOT,39,9,13.9,2.1,3.7,.562,0.0,0.1,.333,2.1,3.7,.566,.565,0.9,1.2,.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.1
219,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4
219,Richaun Holmes,PF,30,WAS,16,7,19.1,3.1,5.4,.563,0.1,0.2,.333,3.0,5.3,.571,.569,1.4,1.6,.846,2.4,3.9,6.3,0.6,0.5,0.6,0.7,2.6,7.6
220,Chet Holmgren,C,21,OKC,71,71,30.1,6.4,11.9,.536,1.6,4.3,.380,4.7,7.5,.626,.606,2.6,3.2,.795,1.6,6.4,8.0,2.6,0.7,2.4,1.5,2.4,16.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
221,Jalen Hood-Schifino,SG,20,LAL,21,0,5.2,0.5,2.1,.222,0.1,0.7,.133,0.4,1.4,.267,.244,0.6,1.0,.600,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6
222,Al Horford,C,37,BOS,59,30,27.2,3.2,6.4,.504,1.7,3.9,.421,1.5,2.4,.641,.635,0.4,0.5,.893,1.3,5.2,6.5,2.6,0.6,1.0,0.7,1.5,8.5
223,Talen Horton-Tucker,PG,23,UTA,45,11,19.5,3.4,8.8,.391,1.1,3.4,.327,2.3,5.4,.432,.454,1.7,2.1,.802,0.4,2.0,2.4,3.6,0.9,0.4,1.3,1.8,9.7
224,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
225,Caleb Houstan,SF,21,ORL,54,11,14.0,1.4,3.6,.380,1.2,3.3,.367,0.1,0.2,.583,.552,0.4,0.4,.792,0.5,1.0,1.5,0.5,0.2,0.1,0.3,1.1,4.3
226,Jett Howard,SF,20,ORL,14,0,3.7,0.6,1.6,.348,0.4,1.3,.278,0.2,0.4,.600,.457,0.1,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.1,0.2,1.6
227,Kevin Huerter,SG,25,SAC,64,59,24.4,3.9,8.8,.443,1.9,5.3,.361,2.0,3.4,.571,.553,0.6,0.7,.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2
228,Jay Huff,C,25,DEN,15,0,2.6,0.5,0.9,.538,0.2,0.6,.333,0.3,0.3,1.000,.654,0.1,0.1,1.000,0.1,0.6,0.7,0.1,0.1,0.1,0.1,0.5,1.3
229,De'Andre Hunter,SF,26,ATL,47,27,28.6,5.3,11.3,.470,2.0,5.0,.405,3.3,6.2,.522,.560,3.0,3.4,.870,0.6,3.1,3.6,1.4,0.7,0.3,1.3,2.6,15.6
230,Matthew Hurt,PF,23,MEM,8,0,14.1,1.5,4.3,.353,0.6,2.5,.250,0.9,1.8,.500,.426,0.4,0.4,1.000,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0
231,Bones Hyland,PG,23,LAC,32,4,13.6,2.2,5.9,.365,1.0,3.3,.317,1.1,2.7,.424,.452,0.4,0.6,.778,0.1,0.9,1.1,2.2,0.6,0.1,1.2,1.3,5.8
232,Joe Ingles,SF,36,ORL,57,0,17.1,1.5,3.4,.426,1.0,2.4,.423,0.4,1.0,.431,.574,0.4,0.5,.852,0.3,1.8,2.1,3.0,0.7,0.1,0.9,1.4,4.3
233,Brandon Ingram,SF,26,NOP,63,63,33.0,7.8,16.0,.490,1.3,3.8,.356,6.5,12.2,.532,.532,3.9,4.9,.801,0.7,4.4,5.1,5.8,0.8,0.6,2.6,2.3,20.9
234,Kyrie Irving,SG,31,DAL,50,50,34.4,9.6,19.6,.491,2.9,7.2,.407,6.7,12.4,.539,.566,3.0,3.4,.905,0.8,4.3,5.0,5.3,1.3,0.4,1.7,1.9,25.3
235,Jonathan Isaac,PF,26,ORL,49,1,15.1,2.6,5.0,.523,0.7,1.9,.385,1.9,3.1,.605,.595,1.1,1.5,.726,1.3,3.1,4.3,0.4,0.7,1.2,0.5,1.1,7.0
236,Jaden Ivey,SG,21,DET,68,52,28.5,5.3,12.3,.434,1.5,4.6,.326,3.8,7.7,.499,.495,3.1,4.0,.759,1.2,2.3,3.5,3.7,0.8,0.6,2.5,2.8,15.2
237,Andre Jackson Jr.,SG,22,MIL,50,8,10.3,0.9,1.8,.528,0.3,0.8,.375,0.6,1.0,.653,.612,0.2,0.2,.727,0.8,1.2,2.0,1.0,0.3,0.1,0.5,1.7,2.3
238,GG Jackson II,PF,19,MEM,38,8,23.8,4.6,10.5,.435,2.0,5.5,.364,2.6,5.0,.513,.530,2.3,3.1,.746,1.2,2.7,3.8,1.0,0.5,0.5,1.2,1.3,13.5
239,Isaiah Jackson,C,22,IND,52,3,13.4,2.8,4.2,.662,0.0,0.1,.000,2.8,4.1,.675,.662,1.3,1.9,.704,1.5,2.6,4.1,0.9,0.7,1.0,0.7,2.5,6.8
240,Jaren Jackson Jr.,C,24,MEM,62,62,32.1,7.8,17.5,.443,1.8,5.6,.324,6.0,11.9,.499,.495,5.0,6.3,.805,1.3,4.3,5.5,2.3,1.1,1.6,2.5,3.6,22.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
241,Justin Jackson,SF,28,MIN,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Quenton Jackson,PG,25,IND,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Reggie Jackson,PG,33,DEN,72,18,21.8,4.0,9.0,.442,1.2,3.3,.356,2.8,5.6,.493,.508,0.9,1.2,.788,0.3,1.5,1.8,3.8,0.5,0.2,1.3,1.7,10.0
244,Trayce Jackson-Davis,PF,23,GSW,57,5,14.9,3.2,4.5,.714,0.0,0.0,,3.2,4.5,.714,.714,1.1,1.9,.550,1.8,2.7,4.5,1.1,0.4,1.0,0.6,1.6,7.4
245,LeBron James,PF,39,LAL,62,62,35.2,9.5,18.0,.530,2.2,5.3,.406,7.4,12.7,.581,.590,4.1,5.5,.751,0.8,6.3,7.2,8.1,1.2,0.6,3.3,1.2,25.4
246,Jaime Jaquez Jr.,SF,22,MIA,65,20,29.2,4.7,9.8,.484,0.9,2.8,.313,3.8,7.0,.553,.529,1.9,2.4,.803,1.2,2.8,3.9,2.6,1.1,0.2,1.5,2.3,12.3
247,DeJon Jarreau,SG,26,MEM,8,0,17.5,1.6,5.8,.283,0.5,1.6,.308,1.1,4.1,.273,.326,0.6,1.4,.455,1.0,4.4,5.4,3.1,0.8,0.1,1.1,1.6,4.4
248,DaQuan Jeffries,SG,26,NYK,14,0,2.6,0.4,1.1,.400,0.1,0.6,.250,0.3,0.5,.571,.467,0.0,0.1,.000,0.0,0.4,0.4,0.1,0.0,0.1,0.1,0.1,1.0
249,Trey Jemison,C,24,TOT,18,7,19.4,2.7,4.6,.590,0.0,0.0,,2.7,4.6,.590,.590,0.8,0.9,.824,2.1,2.1,4.2,0.9,0.4,0.9,1.2,2.7,6.2
249,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
249,Trey Jemison,C,24,MEM,16,7,21.8,3.1,5.2,.590,0.0,0.0,,3.1,5.2,.590,.590,0.9,1.1,.824,2.4,2.3,4.7,1.0,0.4,1.0,1.3,3.0,7.0
250,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
251,Isaiah Joe,SG,24,OKC,67,0,18.1,2.8,6.1,.453,1.8,4.5,.409,0.9,1.6,.573,.602,0.6,0.6,.860,0.4,1.8,2.2,1.1,0.6,0.3,0.6,1.1,7.9
252,Cameron Johnson,PF,27,BRK,55,47,27.8,4.9,10.8,.452,2.5,6.2,.397,2.4,4.6,.526,.566,1.5,1.9,.781,1.0,3.4,4.4,2.5,0.8,0.2,1.0,1.8,13.7
253,Jalen Johnson,SF,22,ATL,51,48,34.0,6.4,12.5,.513,1.3,3.6,.353,5.2,8.9,.578,.564,2.0,2.7,.725,1.3,7.3,8.6,3.5,1.1,0.9,1.7,2.5,16.1
254,James Johnson,PF,36,IND,7,0,5.0,0.3,0.9,.333,0.0,0.1,.000,0.3,0.7,.400,.333,0.3,0.3,1.000,0.1,0.4,0.6,0.9,0.7,0.1,0.4,1.0,0.9
255,Keldon Johnson,SF,24,SAS,67,26,29.6,5.7,12.6,.455,1.9,5.3,.348,3.9,7.3,.533,.528,2.5,3.1,.787,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.1,15.8
256,Keon Johnson,SG,21,BRK,4,0,12.8,1.8,4.8,.368,1.0,2.3,.444,0.8,2.5,.300,.474,2.5,2.5,1.000,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,7.0
257,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2
258,Nikola Jokić,C,28,DEN,69,69,34.4,10.3,17.7,.581,1.0,2.9,.354,9.3,14.8,.625,.610,4.6,5.5,.826,2.9,9.4,12.3,9.0,1.3,0.9,2.9,2.5,26.1
259,Colby Jones,SG,21,SAC,22,0,6.5,0.9,2.4,.358,0.0,0.7,.067,0.8,1.7,.474,.368,0.1,0.2,.400,0.6,0.7,1.3,0.6,0.2,0.0,0.3,0.9,1.9
260,Damian Jones,C,28,CLE,33,0,7.4,1.2,1.9,.603,0.1,0.3,.182,1.1,1.6,.692,.619,0.5,0.6,.850,0.5,1.2,1.8,0.4,0.2,0.4,0.4,0.8,2.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
261,Derrick Jones Jr.,SF,26,DAL,67,57,23.4,3.2,6.5,.497,1.1,3.1,.351,2.1,3.3,.635,.582,1.3,1.8,.719,1.1,2.3,3.4,1.0,0.7,0.6,0.8,1.6,8.8
262,Herbert Jones,SF,25,NOP,66,66,29.7,3.9,7.7,.511,1.5,3.5,.425,2.4,4.1,.585,.609,1.8,2.1,.853,1.0,2.5,3.5,2.6,1.3,0.9,1.2,2.9,11.1
263,Mason Jones,SG,25,SAC,2,0,9.0,1.0,3.0,.333,1.0,2.5,.400,0.0,0.5,.000,.500,0.5,1.0,.500,0.5,2.0,2.5,2.5,0.5,0.5,0.5,0.0,3.5
264,Tre Jones,PG,24,SAS,67,38,26.9,3.8,7.4,.513,0.8,2.3,.338,3.0,5.1,.592,.565,1.4,1.6,.879,0.7,2.7,3.4,6.1,1.0,0.1,1.4,1.2,9.8
265,Tyus Jones,PG,27,WAS,66,66,29.3,4.9,10.1,.489,1.6,3.9,.414,3.3,6.2,.537,.569,0.5,0.6,.800,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0
266,DeAndre Jordan,C,35,DEN,32,2,11.5,1.7,2.7,.616,0.0,0.0,,1.7,2.7,.616,.616,0.8,1.6,.481,1.6,3.0,4.6,0.8,0.2,0.5,0.7,1.7,4.1
267,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4
268,Nikola Jović,PF,20,MIA,36,28,18.5,2.4,5.5,.434,1.3,3.1,.411,1.1,2.4,.465,.551,0.6,1.0,.600,0.6,3.4,4.0,1.9,0.5,0.3,1.0,1.8,6.6
269,Johnny Juzang,SG,22,UTA,12,1,13.7,1.8,4.3,.423,1.2,3.3,.350,0.7,1.0,.667,.558,0.0,0.0,,0.3,1.2,1.5,0.6,0.0,0.0,0.3,1.1,4.8
270,Luke Kennard,SG,27,MEM,36,19,25.2,3.6,8.0,.453,2.8,6.1,.454,0.9,1.9,.449,.625,1.1,1.2,.886,0.3,2.5,2.8,3.3,0.5,0.0,1.3,1.1,11.1
271,Walker Kessler,C,22,UTA,60,20,23.5,3.7,5.6,.658,0.1,0.3,.211,3.6,5.3,.685,.664,0.9,1.5,.584,2.6,5.1,7.7,0.9,0.5,2.5,1.0,2.1,8.3
272,Braxton Key,SF,26,DEN,18,0,3.2,0.4,0.9,.412,0.1,0.3,.400,0.3,0.7,.417,.471,0.2,0.3,.667,0.2,0.7,0.9,0.5,0.1,0.1,0.1,0.3,1.1
273,Corey Kispert,SF,24,WAS,70,12,24.1,4.5,9.4,.481,2.2,5.8,.377,2.4,3.7,.643,.596,1.4,1.9,.731,0.4,2.3,2.7,1.8,0.5,0.2,1.2,1.7,12.7
274,Maxi Kleber,C,32,DAL,35,7,20.5,1.4,3.5,.410,0.7,2.2,.312,0.7,1.3,.578,.508,0.7,1.0,.657,0.6,2.7,3.2,1.6,0.4,0.6,0.6,1.9,4.2
275,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2
276,John Konchar,SF,27,MEM,55,23,21.3,1.6,3.8,.423,0.7,2.2,.317,0.9,1.6,.568,.514,0.4,0.5,.840,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3
277,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
278,Luke Kornet,C,28,BOS,54,5,15.5,2.2,3.2,.684,0.0,0.0,,2.2,3.2,.684,.684,0.8,0.9,.894,1.9,2.2,4.1,1.0,0.4,1.0,0.4,1.3,5.2
279,Vit Krejci,PG,23,ATL,11,9,23.7,2.2,4.6,.471,1.2,2.9,.406,1.0,1.7,.579,.598,0.4,0.5,.800,0.4,1.4,1.7,2.4,0.6,0.4,0.8,2.2,5.9
280,Jonathan Kuminga,PF,21,GSW,70,44,26.3,6.3,11.8,.529,0.7,2.3,.316,5.5,9.6,.579,.559,3.1,4.1,.740,1.3,3.5,4.8,2.1,0.7,0.5,1.7,2.3,16.3
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
281,Kyle Kuzma,PF,28,WAS,67,67,32.3,8.7,18.7,.467,2.2,6.5,.336,6.6,12.3,.536,.525,2.7,3.5,.781,0.9,5.6,6.5,4.2,0.5,0.7,2.7,2.2,22.4
282,Jock Landale,C,28,HOU,45,1,11.5,1.5,3.0,.496,0.2,0.6,.250,1.3,2.4,.561,.522,0.8,1.0,.837,1.5,1.4,2.9,1.0,0.2,0.6,0.4,1.2,3.9
283,Jake LaRavia,PF,22,MEM,27,1,19.9,2.5,7.3,.343,0.9,3.7,.253,1.6,3.7,.434,.407,2.3,2.9,.792,1.4,2.0,3.5,1.3,0.8,0.3,0.8,1.9,8.2
284,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
285,A.J. Lawson,SG,23,DAL,35,0,7.2,1.3,2.8,.485,0.4,1.2,.310,1.0,1.6,.618,.552,0.4,0.6,.619,0.3,0.7,1.0,0.4,0.3,0.1,0.3,0.6,3.4
286,Saben Lee,PG,24,PHO,21,0,8.5,0.9,2.5,.340,0.1,0.8,.125,0.8,1.8,.432,.358,1.4,1.9,.744,0.4,1.0,1.5,1.4,0.3,0.1,0.4,0.6,3.2
287,Alex Len,C,30,SAC,38,0,9.1,1.2,1.9,.625,0.0,0.1,.000,1.2,1.8,.652,.625,0.5,0.8,.600,1.0,1.7,2.8,0.9,0.3,0.7,0.6,1.2,2.8
288,Kawhi Leonard,SF,32,LAC,65,65,34.2,8.9,17.0,.527,2.1,5.0,.419,6.9,12.0,.571,.588,3.8,4.3,.888,1.2,4.8,6.0,3.6,1.6,0.8,1.7,1.4,23.8
289,Caris LeVert,SG,29,CLE,60,8,28.6,5.0,12.2,.410,1.6,5.0,.317,3.4,7.2,.474,.475,2.2,2.9,.747,0.6,3.5,4.0,5.3,1.1,0.5,1.6,1.8,13.7
290,Kira Lewis Jr.,PG,22,TOT,24,0,8.3,1.0,2.8,.338,0.1,1.0,.120,0.8,1.8,.465,.360,0.6,0.7,.882,0.3,0.6,0.9,1.3,0.3,0.1,0.4,0.4,2.7
